User_ID,Time_of_Session,Purchase,Revenue
16552,2020-04-03 14:12:04,Points,760
16552,2020-04-03 14:17:42,Upgrade,760
21100,2020-04-03 15:33:47,Points,760
21100,2020-04-03 15:42:48,Points,760
21100,2020-04-03 15:50:23,Upgrade,410
21100,2020-04-03 15:58:16,Points,760
21100,2020-04-03 16:03:26,Points,760
14595,2020-04-04 19:59:13,Upgrade,760
22536,2020-04-05 04:18:48,Points,760
22536,2020-04-05 04:31:36,Points,760
20386,2020-04-05 23:22:17,Points,760
20386,2020-04-05 23:34:06,Upgrade,410
7963,2020-04-06 07:54:10,Points,760
13821,2020-04-06 16:20:38,Points,760
22072,2020-04-06 16:37:49,Points,760
22072,2020-04-06 16:46:26,Upgrade,760
22072,2020-04-06 16:47:32,Points,760
22072,2020-04-06 17:01:58,Points,3560
7963,2020-04-06 18:21:06,Points,410
15310,2020-04-06 20:24:56,Points,410
20386,2020-04-07 20:50:48,Points,760
22072,2020-04-07 21:19:26,Points,760
22072,2020-04-07 21:33:59,Points,1810
22072,2020-04-08 22:06:40,Points,760
22072,2020-04-08 22:11:05,Points,1810
22072,2020-04-08 22:21:19,Upgrade,760
22072,2020-04-08 22:29:05,Points,410
20465,2020-04-09 00:46:35,Points,760
20465,2020-04-09 05:57:03,Upgrade,760
20465,2020-04-09 06:21:11,Points,760
20465,2020-04-09 06:21:30,Points,410
22072,2020-04-26 08:56:43,Points,3560
22072,2020-04-30 21:49:29,Points,760
594,2020-05-02 15:36:02,Upgrade,760
594,2020-05-02 15:39:08,Points,760
594,2020-05-02 15:49:18,Points,1810
594,2020-05-02 16:33:37,Upgrade,760
594,2020-05-03 16:00:25,Upgrade,410
594,2020-05-03 16:45:54,Upgrade,760
10186,2020-05-05 13:49:22,Points,760
10186,2020-05-06 06:08:23,Points,760
10186,2020-05-08 09:04:42,Points,760
22072,2020-05-10 15:39:35,Points,760
22072,2020-05-10 15:44:40,Points,3560
594,2020-05-15 14:02:09,ValuePack,1810
594,2020-05-24 00:35:44,Upgrade,760
594,2020-05-24 16:16:15,Upgrade,410
12545,2020-05-05 22:44:07,Upgrade,760
12545,2020-05-06 22:16:01,Upgrade,760
11314,2020-05-06 23:18:45,ValuePack,1460
12545,2020-05-06 23:56:35,Points,760
12545,2020-05-07 00:57:05,Points,760
12545,2020-05-07 22:35:42,Points,760
12545,2020-05-10 00:59:52,Points,760
12545,2020-05-14 10:37:56,Points,760
12545,2020-05-15 10:40:32,Upgrade,760
12545,2020-05-16 08:06:37,Points,760
12545,2020-05-16 08:07:06,Upgrade,760
22547,2020-05-16 09:59:13,Upgrade,760
22547,2020-05-16 10:00:02,Upgrade,760
22547,2020-05-16 10:00:37,Points,760
22547,2020-05-16 10:12:54,Points,760
12545,2020-05-17 09:30:05,Upgrade,760
12545,2020-05-18 10:06:05,Upgrade,760
12545,2020-05-23 01:20:46,Upgrade,760
4157,2020-05-24 15:55:38,Upgrade,3555
4157,2020-05-24 15:56:58,Points,7060
1724,2020-05-24 18:45:55,Upgrade,760
4157,2020-05-25 13:35:42,ValuePack,2860
7507,2020-05-30 05:18:30,Points,410
7507,2020-05-30 05:26:13,Points,410
7507,2020-05-30 05:26:41,Points,410
7507,2020-05-30 05:51:29,Points,410
7507,2020-05-30 05:55:26,Points,410
7507,2020-05-30 05:55:46,Points,410
7507,2020-05-30 06:11:30,Points,410
7507,2020-05-30 06:39:13,Points,410
7507,2020-05-30 06:45:36,Upgrade,410
7507,2020-05-30 06:47:39,Points,410
12545,2020-05-30 12:42:16,Upgrade,760
12545,2020-06-03 00:23:07,Upgrade,760
3868,2020-05-26 13:35:17,Upgrade,410
3868,2020-05-27 14:37:36,Upgrade,410
3868,2020-05-27 17:47:19,Upgrade,410
3868,2020-05-30 15:37:45,Upgrade,410
14800,2020-05-30 16:39:29,Upgrade,3555
19723,2020-06-01 12:38:58,Points,1810
7342,2020-04-02 09:21:03,Points,1810
7342,2020-04-02 09:40:39,Upgrade,760
7342,2020-04-02 09:51:14,Points,760
7342,2020-04-02 11:19:50,Points,7060
7342,2020-04-03 16:03:00,Upgrade,760
7342,2020-04-03 16:51:44,Points,760
7342,2020-04-03 18:28:49,Points,1810
14524,2020-04-03 19:06:54,Points,410
14524,2020-04-04 03:33:09,Points,760
22043,2020-04-04 04:43:38,Points,760
14524,2020-04-04 06:53:57,Points,760
11829,2020-04-04 10:47:50,Upgrade,410
14524,2020-04-04 13:40:09,Points,410
14524,2020-04-04 13:51:29,Points,760
14524,2020-04-04 18:11:46,Points,760
14524,2020-04-04 18:34:48,Points,410
14524,2020-04-04 18:37:30,Points,760
14524,2020-04-05 02:58:05,Points,410
8110,2020-04-05 09:30:11,Upgrade,760
8110,2020-04-05 11:51:28,Points,760
20295,2020-04-05 16:53:24,Upgrade,760
14345,2020-04-05 23:23:26,Upgrade,1810
14345,2020-04-05 23:24:04,Points,1810
14345,2020-04-05 23:49:11,Points,3560
14345,2020-04-06 00:47:53,Points,3560
14345,2020-04-06 03:05:22,Points,1810
14345,2020-04-06 04:13:49,Points,1810
14345,2020-04-06 04:33:03,Points,1810
14345,2020-04-06 05:57:01,Points,760
14345,2020-04-06 06:07:08,Points,1810
14524,2020-04-06 09:28:27,Points,410
14735,2020-04-06 11:24:58,Upgrade,1810
5430,2020-04-06 12:01:19,Points,1810
5430,2020-04-06 12:26:52,Upgrade,760
5430,2020-04-06 12:27:41,Points,1810
5430,2020-04-06 12:42:00,Points,1810
20295,2020-04-06 12:59:56,Upgrade,760
5430,2020-04-06 13:13:45,Points,1810
14735,2020-04-06 13:14:44,Upgrade,1810
14524,2020-04-06 18:14:03,Points,410
10637,2020-04-06 19:51:21,Points,1810
10637,2020-04-06 20:02:35,Upgrade,1810
8110,2020-04-07 04:44:20,Points,1810
7342,2020-04-08 14:52:52,Upgrade,760
5751,2020-04-09 05:05:22,Points,1810
5751,2020-04-09 05:09:47,Upgrade,3555
10637,2020-04-09 06:37:34,Points,1810
14524,2020-04-09 14:28:45,Points,410
14524,2020-04-09 14:37:08,Points,760
14524,2020-04-10 12:46:55,Points,760
10637,2020-04-10 12:55:57,Points,760
14524,2020-04-11 07:10:33,Points,760
14345,2020-04-11 20:06:16,Upgrade,760
14345,2020-04-11 20:48:37,Points,3560
14345,2020-04-11 21:30:22,Upgrade,410
7342,2020-04-12 06:37:05,Upgrade,760
14345,2020-04-12 14:51:37,Upgrade,760
14345,2020-04-12 15:41:13,Points,3560
14345,2020-04-13 01:45:05,Upgrade,760
14345,2020-04-13 02:29:27,Points,3560
14524,2020-04-13 10:52:35,Points,760
14524,2020-04-18 12:43:47,Points,410
14345,2020-04-18 16:17:36,Upgrade,760
14345,2020-04-18 16:43:22,Upgrade,760
14345,2020-04-18 22:18:00,Upgrade,760
7342,2020-04-19 09:31:25,Points,1810
11829,2020-04-20 14:02:05,Points,410
11829,2020-04-21 15:40:02,Points,760
22389,2020-04-27 11:34:56,Upgrade,760
22389,2020-04-30 09:06:17,Upgrade,760
11829,2020-04-30 07:13:35,Upgrade,410
11829,2020-05-03 09:33:03,Upgrade,410
8582,2020-05-10 09:54:58,Upgrade,760
2729,2020-04-01 12:26:01,Points,760
10544,2020-04-02 18:05:16,Upgrade,410
5069,2020-04-02 18:10:25,Upgrade,3555
10544,2020-04-02 19:21:16,Upgrade,410
10001,2020-04-04 12:39:50,Upgrade,760
10001,2020-04-04 12:47:46,Points,1810
10001,2020-04-04 13:13:02,Points,760
10001,2020-04-04 13:16:11,Points,760
4688,2020-04-04 16:02:48,Upgrade,1810
4688,2020-04-04 16:34:27,Points,1810
4688,2020-04-04 19:13:03,Points,760
4688,2020-04-04 19:20:34,Points,760
21333,2020-04-05 09:26:24,Points,760
16725,2020-04-05 12:19:19,Upgrade,410
10544,2020-04-05 12:29:13,Upgrade,760
16725,2020-04-05 12:40:53,Points,760
16725,2020-04-05 12:54:26,Points,410
16725,2020-04-05 13:43:36,Upgrade,410
16725,2020-04-05 14:11:57,Points,1810
4933,2020-04-05 16:06:52,Upgrade,760
16725,2020-04-06 13:37:38,Upgrade,410
19836,2020-04-06 13:50:59,Points,760
16725,2020-04-06 14:15:34,Upgrade,410
6570,2020-04-06 20:08:52,Upgrade,760
6570,2020-04-06 20:38:11,Upgrade,760
5890,2020-04-06 20:50:02,Points,760
5890,2020-04-06 21:02:22,Points,760
21333,2020-04-07 06:05:00,Points,760
13679,2020-04-07 14:52:00,Upgrade,760
5890,2020-04-07 20:34:51,Points,760
8513,2020-04-07 23:08:00,Upgrade,1810
8513,2020-04-07 23:50:06,Points,3560
8465,2020-04-08 01:04:23,Points,1810
7575,2020-04-08 04:41:55,Upgrade,760
7575,2020-04-08 05:58:32,Upgrade,760
5890,2020-04-08 06:51:28,Upgrade,760
5890,2020-04-08 07:06:15,Points,760
7575,2020-04-08 12:58:02,Upgrade,760
7575,2020-04-08 19:27:29,Upgrade,760
19606,2020-04-08 19:42:23,Points,1810
19606,2020-04-08 19:55:48,Points,1810
19606,2020-04-08 20:12:29,Upgrade,760
8513,2020-04-08 22:33:16,Points,1810
8513,2020-04-08 23:13:08,Points,760
21214,2020-04-08 23:49:36,Upgrade,760
19606,2020-04-09 13:01:28,Upgrade,1810
19606,2020-04-09 13:01:58,Upgrade,1810
19606,2020-04-09 13:02:19,Upgrade,1810
14960,2020-04-09 15:23:16,Points,760
14960,2020-04-09 17:56:13,Upgrade,410
7575,2020-04-10 06:47:58,Upgrade,760
7575,2020-04-10 12:44:51,Upgrade,760
4688,2020-04-10 19:01:06,Upgrade,410
4688,2020-04-10 19:11:40,Points,760
10001,2020-04-11 13:31:12,Points,1810
4688,2020-04-11 15:27:55,Points,1810
4688,2020-04-11 16:07:48,Upgrade,1810
6570,2020-04-13 20:16:11,Upgrade,1810
4287,2020-04-14 13:40:54,Upgrade,410
15753,2020-04-14 17:36:24,Upgrade,760
15753,2020-04-16 15:53:54,Points,760
15753,2020-04-16 16:14:22,Points,410
8392,2020-04-19 12:12:06,Points,760
16725,2020-04-19 14:15:54,Upgrade,410
21214,2020-04-19 19:06:15,Points,760
7575,2020-04-20 09:00:09,Points,1810
6570,2020-04-20 19:28:26,Upgrade,1810
16725,2020-04-25 14:39:26,Upgrade,410
16725,2020-04-27 14:00:15,Upgrade,410
8465,2020-04-28 06:42:36,Points,1810
16725,2020-04-28 17:42:55,Upgrade,410
16725,2020-04-30 10:40:39,Upgrade,410
21214,2020-04-30 17:32:55,Points,1810
19606,2020-04-30 18:03:14,Points,760
10544,2020-05-01 16:38:00,Points,760
21477,2020-05-07 22:18:51,Upgrade,760
8392,2020-05-16 15:31:44,Points,410
3177,2020-05-20 01:39:38,Points,760
3177,2020-05-30 16:58:19,Points,410
4568,2020-04-02 10:26:55,Points,1810
4568,2020-04-02 10:43:42,Upgrade,3555
4568,2020-04-02 10:49:25,Points,7060
18064,2020-04-02 12:26:08,Points,410
4568,2020-04-02 15:18:10,Points,7060
18274,2020-04-04 13:21:20,Points,1810
18274,2020-04-04 18:33:08,Points,760
18274,2020-04-04 18:52:32,Points,760
18274,2020-04-05 06:51:22,Points,760
21231,2020-04-05 10:13:17,Points,1810
14732,2020-04-05 13:17:52,Upgrade,760
21112,2020-04-05 17:26:31,Upgrade,410
21112,2020-04-05 17:51:19,Points,760
18274,2020-04-05 18:00:32,Points,1810
21112,2020-04-05 18:01:09,Upgrade,1810
21112,2020-04-05 18:37:04,Points,760
21112,2020-04-05 20:05:52,Points,760
21112,2020-04-06 05:31:57,Points,410
21112,2020-04-06 07:09:12,Points,410
15419,2020-04-06 08:07:36,Points,760
6823,2020-04-06 16:22:34,Points,410
14512,2020-04-06 17:01:52,Points,760
17192,2020-04-07 01:02:14,Upgrade,760
17192,2020-04-07 01:52:22,Points,760
14732,2020-04-07 06:41:45,Upgrade,760
14732,2020-04-07 09:26:50,Upgrade,1810
17944,2020-04-07 10:40:43,Upgrade,760
9015,2020-04-07 10:43:57,Points,760
9015,2020-04-07 10:50:26,Points,410
12101,2020-04-07 16:19:34,Points,760
12101,2020-04-07 16:19:34,Points,760
12101,2020-04-07 16:25:55,Points,760
12101,2020-04-07 16:25:55,Points,760
7788,2020-04-09 13:05:41,Points,760
12101,2020-04-09 20:10:43,Points,760
7788,2020-04-10 09:31:50,Points,760
10203,2020-04-12 11:56:38,Upgrade,760
7788,2020-04-13 00:28:44,Points,760
7788,2020-04-13 00:36:30,Points,760
12101,2020-04-13 21:27:33,Points,760
12101,2020-04-13 21:30:36,Points,760
2507,2020-04-15 18:22:26,Points,760
7788,2020-04-27 12:17:39,Points,760
12101,2020-04-30 20:13:56,Points,760
12101,2020-04-30 20:29:52,Points,760
7788,2020-04-30 23:21:32,Points,1810
12101,2020-05-01 21:51:47,Points,760
2507,2020-05-01 22:57:37,Points,760
2507,2020-05-01 23:05:56,Points,760
12101,2020-05-04 21:07:06,Points,760
12101,2020-05-04 21:07:18,Points,760
2507,2020-05-06 14:56:32,Points,760
2507,2020-05-07 21:10:40,Points,760
2507,2020-05-07 21:43:15,Points,760
2507,2020-05-09 18:39:34,Points,760
2507,2020-05-09 18:47:45,Points,760
2507,2020-05-09 20:00:19,Points,760
12101,2020-05-09 21:16:31,Points,760
2507,2020-05-10 06:47:07,Points,760
2507,2020-05-12 18:19:57,Points,760
12101,2020-05-12 18:58:32,Points,1810
2507,2020-05-22 10:02:05,Points,760
12101,2020-05-22 19:52:34,Points,760
12101,2020-05-22 20:18:11,Upgrade,760
12101,2020-05-27 18:48:54,Points,760
12101,2020-05-27 19:55:17,Points,760
12101,2020-05-27 19:55:50,Points,760
2507,2020-05-28 15:49:13,Points,760
8545,2020-04-02 02:36:39,Points,760
8545,2020-04-02 02:50:22,Points,760
17401,2020-04-02 16:02:58,Upgrade,410
8545,2020-04-03 06:20:40,Points,1810
802,2020-04-04 04:38:26,Points,760
802,2020-04-04 04:57:26,Points,760
802,2020-04-04 05:08:41,Points,760
18523,2020-04-04 05:20:48,Points,760
18523,2020-04-04 05:27:12,Points,760
14030,2020-04-05 06:44:58,Upgrade,410
14030,2020-04-05 07:30:23,Points,760
14030,2020-04-05 07:36:41,Upgrade,410
14030,2020-04-05 07:42:54,Points,760
16044,2020-04-05 12:31:00,Upgrade,1810
6361,2020-04-05 18:26:56,Points,760
6361,2020-04-05 18:46:48,Points,1810
6361,2020-04-05 19:39:03,Points,1810
9074,2020-04-05 20:20:16,Points,410
14030,2020-04-06 07:32:06,Upgrade,760
14030,2020-04-06 08:06:56,Points,760
19599,2020-04-06 09:46:01,Upgrade,410
6188,2020-04-06 21:23:16,Upgrade,760
19690,2020-04-07 00:46:47,Upgrade,410
6361,2020-04-07 06:27:28,Points,1810
2217,2020-04-07 13:39:24,Points,410
6361,2020-04-07 17:51:40,Points,1810
868,2020-04-07 17:54:10,Points,760
6361,2020-04-08 07:25:16,Points,1810
8545,2020-04-10 10:32:19,ValuePack,1460
6670,2020-04-12 01:31:52,Upgrade,410
6361,2020-04-13 05:49:53,Points,1810
6361,2020-04-13 20:29:13,Points,760
10459,2020-04-14 22:07:39,Upgrade,410
6361,2020-04-16 16:49:41,Points,1810
6670,2020-04-17 06:10:34,Upgrade,410
6361,2020-04-17 09:54:32,Points,1810
6361,2020-04-18 20:58:31,Points,1810
6361,2020-04-19 13:46:49,Points,1810
10459,2020-04-20 08:38:25,Points,410
10459,2020-04-20 08:43:33,Upgrade,410
6361,2020-04-22 05:17:51,Points,1810
6361,2020-04-23 06:11:20,Points,1810
6361,2020-04-24 16:16:19,Points,1810
6361,2020-04-24 16:50:25,Upgrade,760
6681,2020-04-28 17:19:07,Upgrade,1810
790,2020-05-03 07:33:28,Points,760
10194,2020-04-02 05:02:23,Points,760
10194,2020-04-02 05:15:21,Points,760
10194,2020-04-02 05:24:42,Points,760
7274,2020-04-02 19:51:40,Upgrade,760
8210,2020-04-03 16:42:34,Upgrade,410
19303,2020-04-05 00:32:48,Points,760
14875,2020-04-05 13:28:52,Points,760
10721,2020-04-05 17:34:12,Points,760
14875,2020-04-05 22:27:08,Points,760
11217,2020-04-05 22:54:48,Upgrade,3555
11217,2020-04-05 22:55:02,Points,35060
10721,2020-04-06 00:45:44,Points,760
1947,2020-04-06 02:57:34,Points,410
18510,2020-04-06 14:06:58,Points,1810
7296,2020-04-06 15:24:16,Upgrade,410
11629,2020-04-06 18:03:41,Upgrade,760
11629,2020-04-06 18:20:17,Points,760
11629,2020-04-06 18:38:34,Points,760
11629,2020-04-06 19:31:26,Upgrade,760
12901,2020-04-06 19:32:39,Points,760
12901,2020-04-06 19:34:57,Points,760
446,2020-04-06 20:16:03,Upgrade,410
11629,2020-04-06 21:05:00,Upgrade,760
891,2020-04-06 23:29:23,Points,7060
14875,2020-04-07 07:54:45,Points,760
6069,2020-04-07 10:10:27,Points,7060
6069,2020-04-07 10:17:12,Upgrade,1810
1347,2020-04-07 20:16:03,Points,1810
6069,2020-04-07 20:21:43,Points,7060
11629,2020-04-07 21:04:05,Upgrade,760
12901,2020-04-08 02:08:31,Points,760
11629,2020-04-08 06:24:33,Upgrade,760
6069,2020-04-08 11:32:57,Upgrade,410
11629,2020-04-08 14:52:11,Upgrade,760
11629,2020-04-08 16:12:30,Upgrade,760
1947,2020-04-08 22:13:46,Points,760
1947,2020-04-08 22:14:01,Points,760
1947,2020-04-08 22:38:49,Upgrade,760
1947,2020-04-09 02:50:38,Points,760
12901,2020-04-09 03:09:34,Points,760
1947,2020-04-09 03:44:46,Points,1810
1947,2020-04-09 04:07:40,Points,1810
1947,2020-04-09 04:30:37,Points,760
6069,2020-04-09 08:00:29,Points,1810
6069,2020-04-09 08:30:03,Upgrade,760
6069,2020-04-09 09:29:20,Points,760
4026,2020-04-09 10:10:00,Points,760
11629,2020-04-09 11:28:06,Upgrade,760
12901,2020-04-09 17:55:52,Points,760
11629,2020-04-09 18:54:21,Upgrade,760
11629,2020-04-10 21:01:45,Upgrade,760
891,2020-04-11 09:54:05,Points,7060
14875,2020-04-11 11:59:54,Points,760
8212,2020-04-12 11:10:59,Points,760
8212,2020-04-12 11:58:10,Points,760
11629,2020-04-12 21:30:29,Upgrade,760
11629,2020-04-13 19:22:54,Upgrade,760
14859,2020-04-14 07:50:26,Points,760
8212,2020-04-14 12:50:20,Points,760
8212,2020-04-14 12:50:36,Points,1810
11629,2020-04-14 18:25:17,Upgrade,760
11629,2020-04-15 13:17:17,Upgrade,760
11629,2020-04-16 18:48:42,Upgrade,760
11629,2020-04-18 11:51:47,Points,760
8210,2020-04-18 12:45:41,Upgrade,410
11629,2020-04-18 12:55:35,Upgrade,760
11629,2020-04-18 20:45:14,Upgrade,760
19595,2020-04-20 12:29:55,Points,760
19595,2020-04-20 13:10:21,Points,760
12901,2020-04-20 23:55:07,Points,760
12901,2020-04-21 17:05:12,Points,760
12901,2020-04-21 23:02:57,Points,760
12901,2020-04-24 01:15:48,Points,760
8212,2020-04-24 05:46:34,Points,1810
8212,2020-04-24 08:14:41,Points,1810
8212,2020-04-26 19:19:30,Points,760
8212,2020-04-26 21:31:28,Points,760
6069,2020-05-04 12:27:20,ValuePack,1460
6069,2020-05-04 12:27:35,Points,760
17145,2020-05-08 12:27:30,Upgrade,410
17145,2020-05-09 05:10:01,Upgrade,410
12901,2020-05-21 22:00:04,Points,760
12901,2020-05-22 19:49:42,Upgrade,760
12901,2020-05-22 20:26:05,Points,760
12215,2020-04-03 09:30:33,Upgrade,1810
12215,2020-04-03 09:30:43,Points,760
12215,2020-04-03 09:39:16,Points,760
21203,2020-04-03 18:19:39,Points,760
21203,2020-04-03 18:24:42,Points,760
21203,2020-04-03 18:45:40,Upgrade,760
8935,2020-04-03 18:46:07,Points,760
8935,2020-04-03 18:54:43,Points,760
8935,2020-04-03 18:55:33,Points,410
21203,2020-04-03 18:56:36,Points,1810
21203,2020-04-03 19:31:24,Points,1810
21203,2020-04-03 19:58:06,Points,1810
21203,2020-04-03 19:58:23,Upgrade,1810
2199,2020-04-03 21:48:57,Upgrade,760
2199,2020-04-03 22:26:27,Upgrade,410
8935,2020-04-04 13:31:45,Points,760
12215,2020-04-04 15:10:11,Upgrade,760
21203,2020-04-04 15:22:01,Points,1810
21203,2020-04-04 16:04:06,Points,1810
21203,2020-04-04 17:24:49,Points,1810
13203,2020-04-04 18:04:50,Points,410
21203,2020-04-04 18:11:24,Points,410
8935,2020-04-04 18:21:36,Points,760
21203,2020-04-04 18:28:39,Points,1810
21203,2020-04-04 19:05:59,Points,1810
21203,2020-04-04 21:17:33,Points,1810
12215,2020-04-05 02:22:30,Upgrade,760
11395,2020-04-05 17:30:43,Upgrade,760
4582,2020-04-06 07:15:42,Points,760
4582,2020-04-06 07:29:14,Upgrade,760
4582,2020-04-06 07:35:39,Points,760
4582,2020-04-06 07:57:08,Points,760
4582,2020-04-06 07:59:33,Points,760
4582,2020-04-06 09:56:07,Points,1810
21294,2020-04-06 16:53:31,Upgrade,760
15443,2020-04-06 16:58:07,Upgrade,3555
21203,2020-04-06 20:46:45,Points,1810
5260,2020-04-06 21:16:13,Upgrade,410
5260,2020-04-06 21:37:27,Upgrade,760
21203,2020-04-07 21:25:19,Points,1810
20270,2020-04-08 08:53:39,Points,760
15443,2020-04-08 10:37:16,Upgrade,3555
20080,2020-04-09 03:38:16,Upgrade,760
20109,2020-04-09 20:04:55,Points,760
20270,2020-04-10 09:36:50,Points,1810
20270,2020-04-10 14:02:06,Points,760
10646,2020-04-13 16:31:43,Upgrade,760
21203,2020-04-13 19:57:38,Points,1810
21203,2020-04-13 20:19:09,Points,1810
21203,2020-04-15 11:10:29,Points,1810
21203,2020-04-15 14:53:41,Points,1810
13915,2020-04-15 22:12:42,Points,760
13915,2020-04-15 22:30:23,Points,410
13915,2020-04-17 16:20:55,Points,410
4582,2020-04-19 07:16:49,Upgrade,760
4582,2020-04-19 07:18:59,Points,760
4582,2020-04-19 08:05:50,Points,1810
5260,2020-04-19 19:19:24,Points,760
5260,2020-04-19 20:29:33,Upgrade,410
5260,2020-04-19 20:32:56,Points,410
13915,2020-04-20 21:22:08,Upgrade,410
4582,2020-04-21 17:56:21,Points,760
4582,2020-04-21 17:56:33,Points,760
4582,2020-04-21 18:32:47,Upgrade,760
21203,2020-04-24 07:03:46,Points,1810
21203,2020-04-24 08:32:02,Points,3560
21203,2020-04-24 10:45:57,Points,3560
15443,2020-05-11 14:28:05,Upgrade,3555
3260,2020-05-17 10:58:12,ValuePack,410
8404,2020-05-20 18:16:38,Points,3560
8404,2020-05-21 06:27:11,Upgrade,410
3260,2020-05-21 16:15:10,Upgrade,1810
8404,2020-05-23 13:30:04,ValuePack,1810
8404,2020-06-04 16:06:55,Upgrade,760
15443,2020-06-05 20:40:23,Upgrade,3555
13356,2020-04-01 03:35:04,Upgrade,760
13356,2020-04-01 03:47:45,Points,1810
18263,2020-04-04 21:30:05,Points,1810
10338,2020-04-06 03:29:23,Upgrade,760
10338,2020-04-06 04:11:14,Points,760
11317,2020-04-06 07:39:42,Upgrade,410
17403,2020-04-06 11:31:49,Upgrade,760
20255,2020-04-06 11:37:43,Upgrade,760
22342,2020-04-06 14:54:28,Upgrade,1810
20255,2020-04-06 16:20:29,Points,410
17417,2020-04-08 00:55:52,Upgrade,760
17417,2020-04-08 00:56:34,Points,760
10338,2020-04-08 01:20:09,Upgrade,760
10338,2020-04-08 02:03:15,Points,410
10338,2020-04-08 03:10:48,Upgrade,410
20255,2020-04-08 06:35:05,Points,410
6160,2020-04-08 12:08:10,Points,760
20255,2020-04-08 12:48:49,Points,760
20255,2020-04-08 12:50:05,Points,410
3420,2020-04-08 13:00:40,Points,760
20255,2020-04-08 19:28:29,Points,1810
20255,2020-04-08 20:59:45,Upgrade,760
17600,2020-04-09 12:43:05,Points,760
4862,2020-04-11 15:06:09,Points,760
10399,2020-04-11 18:38:01,Upgrade,1810
22430,2020-04-13 09:55:17,Points,1810
10990,2020-04-13 11:41:41,Upgrade,760
10990,2020-04-13 11:41:57,Points,760
22430,2020-04-30 07:12:41,Points,1810
22430,2020-05-02 06:36:05,Points,1810
10338,2020-05-17 03:35:38,Points,760
10338,2020-05-17 03:36:03,Upgrade,760
17423,2020-05-17 12:29:48,ValuePack,410
6373,2020-05-30 13:04:55,Upgrade,1810
5972,2020-04-02 12:05:24,Points,1810
6042,2020-04-02 12:21:55,Points,7060
22366,2020-04-02 14:52:22,Points,1810
15053,2020-04-02 17:42:53,Upgrade,410
22366,2020-04-02 18:51:14,Points,3560
20112,2020-04-03 05:11:43,Points,760
20112,2020-04-03 05:25:01,Points,760
20112,2020-04-03 09:48:34,Points,760
20112,2020-04-03 10:03:03,Points,1810
5667,2020-04-03 10:54:25,Points,760
5667,2020-04-03 13:06:00,Points,1810
3303,2020-04-03 13:42:19,Upgrade,410
15053,2020-04-03 13:56:00,Upgrade,760
5667,2020-04-03 17:07:23,Points,410
5667,2020-04-03 19:34:38,Points,410
20112,2020-04-04 01:19:05,Points,760
20112,2020-04-04 01:35:43,Points,1810
3303,2020-04-04 01:49:42,Upgrade,410
5972,2020-04-04 03:18:21,Points,760
20112,2020-04-04 14:14:02,Points,3560
22366,2020-04-04 20:30:31,Points,3560
7884,2020-04-05 12:24:32,Points,760
22366,2020-04-05 19:05:00,Upgrade,1810
22366,2020-04-05 22:10:15,Points,1810
20578,2020-04-06 10:12:11,Upgrade,1810
5667,2020-04-06 13:07:46,Points,1810
5667,2020-04-06 15:22:40,Points,1810
1828,2020-04-06 16:33:17,Points,760
1828,2020-04-06 17:05:45,Upgrade,760
1828,2020-04-06 17:44:22,Points,410
13529,2020-04-07 06:57:40,Upgrade,410
1828,2020-04-07 08:54:49,Points,410
1828,2020-04-07 11:49:18,Points,760
1828,2020-04-07 11:49:39,Points,410
1828,2020-04-07 13:02:23,Points,760
10296,2020-04-07 15:09:29,Points,410
7549,2020-04-08 13:44:49,Upgrade,410
6042,2020-04-11 03:16:38,Points,760
313,2020-04-12 06:29:58,Points,760
313,2020-04-14 05:25:09,Points,760
6042,2020-04-17 14:00:19,Points,1810
6042,2020-04-19 19:58:28,ValuePack,1460
6042,2020-04-19 20:02:56,Points,760
6042,2020-04-19 20:35:34,Points,760
6042,2020-04-19 20:35:47,Points,760
15053,2020-04-24 06:27:32,ValuePack,1460
7549,2020-04-25 09:53:06,Upgrade,410
7549,2020-04-27 13:56:39,Upgrade,410
7549,2020-05-05 15:11:31,Upgrade,410
7549,2020-05-06 13:38:54,Upgrade,410
15053,2020-05-24 04:49:37,ValuePack,1460
7549,2020-05-24 13:10:06,Upgrade,410
20943,2020-04-01 23:20:12,Points,7060
20943,2020-04-02 14:02:37,Upgrade,760
18309,2020-04-02 16:57:44,Upgrade,1810
20943,2020-04-02 22:38:02,Upgrade,410
20943,2020-04-02 23:32:02,Upgrade,410
18309,2020-04-03 14:04:37,Points,760
3518,2020-04-05 05:00:40,Points,760
19293,2020-04-05 07:56:50,Upgrade,410
19293,2020-04-05 09:01:21,Upgrade,410
19293,2020-04-05 10:44:15,Points,410
3560,2020-04-05 10:53:51,Upgrade,3555
19293,2020-04-05 11:25:21,Upgrade,760
19293,2020-04-05 12:51:47,Upgrade,1810
17636,2020-04-05 23:24:00,Upgrade,410
22143,2020-04-06 11:02:05,Points,410
5078,2020-04-06 12:04:40,Upgrade,410
18932,2020-04-06 18:09:27,Upgrade,760
20943,2020-04-07 21:08:46,Points,760
312,2020-04-08 12:23:55,Points,760
312,2020-04-08 16:12:32,Points,760
1292,2020-04-09 06:32:10,Points,760
1292,2020-04-09 07:52:10,Points,410
312,2020-04-09 23:42:56,Points,1810
312,2020-04-11 20:00:44,Points,1810
18309,2020-04-25 16:16:12,Points,760
18309,2020-04-25 16:16:54,Points,760
773,2020-04-26 12:33:17,Points,760
773,2020-04-26 12:52:08,Points,1810
